filename,indices,cluster_num
2009011.2025,"(8, 4)",12
2009011.2025,"(8, 5)",5
2009011.2025,"(8, 7)",5
2009011.2025,"(8, 8)",5
2009011.2025,"(8, 9)",13
2009011.2025,"(9, 0)",13
2009011.2025,"(9, 9)",5
2009011.2025,"(10, 0)",13
2009011.2025,"(10, 4)",5
2009011.2025,"(10, 5)",5
2009011.2025,"(10, 6)",5
2009011.2025,"(10, 9)",5
2009011.2025,"(11, 0)",5
2009011.2025,"(11, 2)",5
2009011.2025,"(11, 5)",5
2009011.2025,"(11, 9)",5
2009011.2025,"(12, 0)",13
2009011.2025,"(12, 1)",5
2009011.2025,"(12, 2)",5
2009011.2025,"(12, 3)",5
2009011.2025,"(12, 4)",5
2009011.2025,"(12, 5)",5
2009011.2025,"(12, 6)",5
2009011.2025,"(12, 7)",5
2009011.2025,"(13, 0)",13
2009011.2025,"(13, 1)",5
2009011.2025,"(13, 2)",13
2009011.2025,"(13, 4)",5
2009011.2025,"(13, 5)",12
2009011.2025,"(13, 6)",12
2009011.2025,"(13, 7)",12
2009011.2025,"(13, 8)",5
2009011.2025,"(13, 9)",5
2009011.2025,"(14, 0)",13
2009011.2025,"(14, 1)",13
2009011.2025,"(14, 2)",13
2009011.2025,"(14, 3)",5
2009011.2025,"(14, 4)",13
2009011.2025,"(14, 5)",5
2009011.2025,"(14, 9)",5
2009046.0310,"(0, 0)",8
2009046.0310,"(0, 1)",15
2009046.0310,"(0, 2)",18
2009046.0310,"(0, 3)",15
2009046.0310,"(0, 4)",0
2009046.0310,"(0, 5)",9
2009046.0310,"(0, 6)",16
2009046.0310,"(0, 7)",1
2009046.0310,"(0, 8)",1
2009046.0310,"(0, 9)",1
2009046.0310,"(1, 0)",8
2009046.0310,"(1, 1)",15
2009046.0310,"(1, 2)",7
2009046.0310,"(1, 3)",0
2009046.0310,"(1, 4)",1
2009046.0310,"(1, 5)",9
2009046.0310,"(1, 6)",9
2009046.0310,"(1, 7)",17
2009046.0310,"(1, 8)",1
2009046.0310,"(1, 9)",1
2009046.0310,"(2, 0)",8
2009046.0310,"(2, 1)",15
2009046.0310,"(2, 2)",0
2009046.0310,"(2, 3)",0
2009046.0310,"(2, 4)",16
2009046.0310,"(2, 5)",9
2009046.0310,"(2, 7)",1
2009046.0310,"(2, 8)",1
2009046.0310,"(2, 9)",6
2009046.0310,"(3, 0)",8
2009046.0310,"(3, 1)",15
2009046.0310,"(3, 2)",0
2009046.0310,"(3, 3)",1
2009046.0310,"(3, 7)",16
2009046.0310,"(3, 8)",1
2009046.0310,"(3, 9)",1
2009046.0310,"(4, 0)",16
2009046.0310,"(4, 1)",1
2009046.0310,"(4, 2)",1
2009046.0310,"(4, 8)",16
2009046.0310,"(4, 9)",19
2009046.0310,"(5, 0)",16
2009046.0310,"(5, 1)",1
2009046.0310,"(5, 2)",18
2009046.0310,"(5, 5)",3
2009046.0310,"(5, 6)",16
2009046.0310,"(5, 7)",16
2009046.0310,"(5, 8)",8
2009046.0310,"(5, 9)",0
2009046.0310,"(6, 0)",16
2009046.0310,"(6, 1)",15
2009046.0310,"(6, 4)",8
2009046.0310,"(6, 5)",1
2009046.0310,"(6, 6)",16
2009046.0310,"(6, 7)",8
2009046.0310,"(6, 9)",8
2009046.0310,"(7, 0)",1
2009046.0310,"(7, 1)",1
2009046.0310,"(7, 4)",8
2009046.0310,"(7, 5)",16
2009046.0310,"(7, 6)",8
2009046.0310,"(8, 0)",1
2009046.0310,"(8, 1)",1
2009046.0310,"(8, 2)",16
2009046.0310,"(9, 0)",16
2009046.0310,"(9, 3)",16
2009046.0310,"(10, 2)",9
2009046.0310,"(10, 3)",1
2009046.0310,"(11, 1)",3
2009046.0310,"(11, 2)",3
2009046.0310,"(11, 3)",16
2009046.0310,"(11, 4)",16
2009046.0310,"(12, 2)",16
2009046.0310,"(12, 3)",3
2009046.0310,"(12, 4)",3
2014070.1435,"(3, 0)",3
2014070.1435,"(3, 5)",9
2014070.1435,"(3, 6)",9
2014070.1435,"(3, 7)",3
2014070.1435,"(3, 8)",9
2014070.1435,"(3, 9)",9
2014070.1435,"(4, 0)",3
2014070.1435,"(4, 5)",9
2014070.1435,"(4, 6)",9
2014070.1435,"(4, 7)",9
2014070.1435,"(4, 8)",9
2014070.1435,"(4, 9)",9
2014070.1435,"(5, 5)",9
2014070.1435,"(5, 6)",9
2014070.1435,"(5, 7)",9
2014070.1435,"(5, 8)",9
2014070.1435,"(5, 9)",3
2014070.1435,"(6, 6)",9
2014070.1435,"(6, 7)",9
2014070.1435,"(6, 8)",9
2014070.1435,"(6, 9)",3
2014070.1435,"(7, 5)",9
2014070.1435,"(7, 6)",9
2014070.1435,"(7, 7)",9
2014070.1435,"(7, 8)",9
2014070.1435,"(7, 9)",3
2014070.1435,"(8, 6)",9
2014070.1435,"(8, 7)",9
2014070.1435,"(8, 8)",3
2014070.1435,"(8, 9)",3
2014070.1435,"(9, 5)",9
2014070.1435,"(9, 7)",9
2014070.1435,"(9, 8)",3
2014070.1435,"(9, 9)",8
2014070.1435,"(10, 5)",9
2014070.1435,"(10, 8)",3
2014070.1435,"(10, 9)",16
2014070.1435,"(11, 7)",9
2014070.1435,"(11, 8)",3
2014070.1435,"(11, 9)",16
2014070.1435,"(12, 7)",3
2014070.1435,"(12, 8)",9
2014070.1435,"(12, 9)",15
2014070.1435,"(13, 7)",3
2014070.1435,"(13, 8)",16
2014070.1435,"(13, 9)",15
2014070.1435,"(14, 0)",3
2014070.1435,"(14, 1)",3
2014070.1435,"(14, 7)",3
2014070.1435,"(14, 8)",16
2014070.1435,"(14, 9)",15
2002225.1505,"(0, 0)",15
2002225.1505,"(0, 4)",15
2002225.1505,"(0, 9)",1
2002225.1505,"(1, 0)",16
2002225.1505,"(1, 4)",1
2002225.1505,"(1, 5)",15
2002225.1505,"(1, 6)",15
2002225.1505,"(1, 9)",15
2002225.1505,"(2, 0)",16
2002225.1505,"(2, 3)",15
2002225.1505,"(2, 4)",16
2002225.1505,"(2, 5)",15
2002225.1505,"(2, 6)",15
2002225.1505,"(2, 9)",1
2002225.1505,"(3, 0)",1
2002225.1505,"(3, 1)",15
2002225.1505,"(3, 4)",16
2002225.1505,"(3, 5)",1
2002225.1505,"(3, 6)",1
2002225.1505,"(3, 9)",1
2002225.1505,"(4, 0)",1
2002225.1505,"(4, 1)",11
2002225.1505,"(4, 5)",1
2002225.1505,"(4, 6)",16
2002225.1505,"(4, 7)",15
2002225.1505,"(4, 9)",17
2002225.1505,"(5, 0)",17
2002225.1505,"(5, 1)",15
2002225.1505,"(5, 5)",16
2002225.1505,"(5, 7)",1
2002225.1505,"(5, 8)",15
2002225.1505,"(5, 9)",1
2002225.1505,"(6, 0)",1
2002225.1505,"(6, 1)",15
2002225.1505,"(6, 2)",7
2002225.1505,"(6, 5)",16
2002225.1505,"(6, 6)",16
2002225.1505,"(6, 7)",15
2002225.1505,"(6, 8)",16
2002225.1505,"(6, 9)",10
2002225.1505,"(7, 0)",1
2002225.1505,"(7, 1)",18
2002225.1505,"(7, 2)",7
2002225.1505,"(7, 3)",11
2002225.1505,"(7, 6)",15
2002225.1505,"(7, 9)",0
2002225.1505,"(8, 0)",1
2002225.1505,"(8, 1)",9
2002225.1505,"(8, 2)",11
2002225.1505,"(8, 3)",11
2002225.1505,"(8, 4)",11
2002225.1505,"(8, 6)",15
2002225.1505,"(8, 7)",1
2002225.1505,"(8, 9)",11
2002225.1505,"(9, 0)",1
2002225.1505,"(9, 1)",18
2002225.1505,"(9, 2)",11
2002225.1505,"(9, 3)",11
2002225.1505,"(9, 5)",15
2002225.1505,"(9, 6)",1
2002225.1505,"(9, 7)",1
2002225.1505,"(9, 8)",18
2002225.1505,"(9, 9)",11
2002225.1505,"(10, 0)",1
2002225.1505,"(10, 1)",15
2002225.1505,"(10, 2)",7
2002225.1505,"(10, 3)",11
2002225.1505,"(10, 5)",11
2002225.1505,"(10, 6)",1
2002225.1505,"(10, 7)",1
2002225.1505,"(10, 8)",15
2002225.1505,"(10, 9)",6
2002225.1505,"(11, 0)",17
2002225.1505,"(11, 1)",11
2002225.1505,"(11, 2)",1
2002225.1505,"(11, 3)",12
2002225.1505,"(11, 4)",12
2002225.1505,"(11, 5)",11
2002225.1505,"(11, 8)",15
2002225.1505,"(11, 9)",1
2002225.1505,"(12, 0)",0
2002225.1505,"(12, 1)",1
2002225.1505,"(12, 2)",0
2002225.1505,"(12, 3)",2
2002225.1505,"(12, 4)",12
2002225.1505,"(12, 5)",12
2002225.1505,"(12, 6)",11
2002225.1505,"(12, 8)",1
2002225.1505,"(12, 9)",6
2002225.1505,"(13, 0)",11
2002225.1505,"(13, 1)",11
2002225.1505,"(13, 2)",6
2002225.1505,"(13, 3)",12
2002225.1505,"(13, 4)",12
2002225.1505,"(13, 5)",0
2002225.1505,"(13, 6)",6
2002225.1505,"(13, 7)",11
2002225.1505,"(13, 8)",19
2002225.1505,"(13, 9)",1
2002225.1505,"(14, 2)",12
2002225.1505,"(14, 3)",12
2002225.1505,"(14, 4)",11
2002225.1505,"(14, 5)",7
2002225.1505,"(14, 6)",0
2002225.1505,"(14, 7)",6
2002225.1505,"(14, 8)",6
2002225.1505,"(14, 9)",1
2013038.1720,"(0, 0)",11
2013038.1720,"(0, 1)",10
2013038.1720,"(0, 2)",8
2013038.1720,"(0, 3)",17
2013038.1720,"(0, 4)",14
2013038.1720,"(0, 5)",6
2013038.1720,"(0, 6)",14
2013038.1720,"(0, 7)",0
2013038.1720,"(0, 8)",11
2013038.1720,"(0, 9)",0
2013038.1720,"(1, 0)",12
2013038.1720,"(1, 1)",1
2013038.1720,"(1, 2)",17
2013038.1720,"(1, 3)",17
2013038.1720,"(1, 4)",6
2013038.1720,"(1, 5)",14
2013038.1720,"(1, 6)",14
2013038.1720,"(1, 7)",19
2013038.1720,"(1, 8)",6
2013038.1720,"(1, 9)",11
2013038.1720,"(2, 0)",4
2013038.1720,"(2, 1)",2
2013038.1720,"(2, 2)",6
2013038.1720,"(2, 3)",0
2013038.1720,"(2, 4)",6
2013038.1720,"(2, 5)",6
2013038.1720,"(2, 6)",6
2013038.1720,"(2, 7)",6
2013038.1720,"(2, 8)",6
2013038.1720,"(2, 9)",6
2013038.1720,"(3, 0)",4
2013038.1720,"(3, 1)",4
2013038.1720,"(3, 2)",4
2013038.1720,"(3, 3)",4
2013038.1720,"(3, 4)",6
2013038.1720,"(3, 5)",1
2013038.1720,"(3, 6)",10
2013038.1720,"(3, 7)",1
2013038.1720,"(3, 8)",6
2013038.1720,"(3, 9)",6
2013038.1720,"(4, 0)",4
2013038.1720,"(4, 1)",4
2013038.1720,"(4, 2)",4
2013038.1720,"(4, 3)",2
2013038.1720,"(4, 4)",2
2013038.1720,"(4, 5)",7
2013038.1720,"(4, 6)",15
2013038.1720,"(4, 7)",15
2013038.1720,"(4, 8)",1
2013038.1720,"(4, 9)",6
2013038.1720,"(5, 0)",4
2013038.1720,"(5, 1)",4
2013038.1720,"(5, 2)",4
2013038.1720,"(5, 3)",4
2013038.1720,"(5, 4)",4
2013038.1720,"(5, 5)",2
2013038.1720,"(5, 6)",5
2013038.1720,"(5, 8)",7
2013038.1720,"(5, 9)",1
2013038.1720,"(6, 0)",2
2013038.1720,"(6, 1)",12
2013038.1720,"(6, 2)",2
2013038.1720,"(6, 3)",4
2013038.1720,"(6, 4)",12
2013038.1720,"(6, 5)",2
2013038.1720,"(6, 6)",5
2013038.1720,"(6, 9)",11
2013038.1720,"(7, 0)",6
2013038.1720,"(7, 1)",11
2013038.1720,"(7, 2)",11
2013038.1720,"(7, 3)",2
2013038.1720,"(7, 4)",12
2013038.1720,"(7, 5)",13
2013038.1720,"(7, 6)",5
2013038.1720,"(7, 9)",11
2013038.1720,"(8, 0)",12
2013038.1720,"(8, 1)",6
2013038.1720,"(8, 2)",6
2013038.1720,"(8, 3)",2
2013038.1720,"(8, 4)",14
2013038.1720,"(8, 5)",0
2013038.1720,"(8, 6)",12
2013038.1720,"(8, 7)",12
2013038.1720,"(8, 9)",7
2013038.1720,"(9, 0)",0
2013038.1720,"(9, 1)",4
2013038.1720,"(9, 2)",14
2013038.1720,"(9, 3)",14
2013038.1720,"(9, 4)",14
2013038.1720,"(9, 5)",14
2013038.1720,"(9, 6)",6
2013038.1720,"(9, 7)",6
2013038.1720,"(9, 8)",11
2013038.1720,"(9, 9)",7
2013038.1720,"(10, 0)",4
2013038.1720,"(10, 1)",14
2013038.1720,"(10, 2)",14
2013038.1720,"(10, 3)",14
2013038.1720,"(10, 4)",14
2013038.1720,"(10, 5)",14
2013038.1720,"(10, 6)",14
2013038.1720,"(10, 7)",0
2013038.1720,"(10, 8)",6
2013038.1720,"(10, 9)",11
2013038.1720,"(11, 0)",4
2013038.1720,"(11, 1)",14
2013038.1720,"(11, 2)",14
2013038.1720,"(11, 3)",14
2013038.1720,"(11, 4)",6
2013038.1720,"(11, 5)",0
2013038.1720,"(11, 6)",6
2013038.1720,"(11, 7)",0
2013038.1720,"(11, 8)",0
2013038.1720,"(11, 9)",11
2013038.1720,"(12, 0)",6
2013038.1720,"(12, 1)",11
2013038.1720,"(12, 2)",14
2013038.1720,"(12, 3)",14
2013038.1720,"(12, 4)",6
2013038.1720,"(12, 5)",11
2013038.1720,"(12, 6)",1
2013038.1720,"(12, 7)",6
2013038.1720,"(12, 8)",0
2013038.1720,"(12, 9)",6
2013038.1720,"(13, 0)",6
2013038.1720,"(13, 1)",0
2013038.1720,"(13, 2)",14
2013038.1720,"(13, 3)",6
2013038.1720,"(13, 4)",0
2013038.1720,"(13, 5)",1
2013038.1720,"(13, 6)",1
2013038.1720,"(13, 7)",1
2013038.1720,"(13, 8)",0
2013038.1720,"(13, 9)",0
2013038.1720,"(14, 0)",6
2013038.1720,"(14, 1)",14
2013038.1720,"(14, 2)",14
2013038.1720,"(14, 3)",6
2013038.1720,"(14, 4)",19
2013038.1720,"(14, 5)",6
2013038.1720,"(14, 6)",0
2013038.1720,"(14, 7)",1
2013038.1720,"(14, 8)",1
2013038.1720,"(14, 9)",6
2011097.1825,"(0, 0)",3
2011097.1825,"(0, 1)",3
2011097.1825,"(0, 3)",3
2011097.1825,"(1, 0)",3
2011097.1825,"(1, 1)",3
2011097.1825,"(1, 2)",3
2011097.1825,"(2, 0)",3
2011097.1825,"(2, 1)",3
2011097.1825,"(2, 2)",3
2011097.1825,"(3, 0)",3
2011097.1825,"(3, 1)",3
2011097.1825,"(3, 2)",3
2011097.1825,"(3, 3)",3
2011097.1825,"(4, 0)",3
2011097.1825,"(4, 1)",3
2011097.1825,"(4, 2)",3
2011097.1825,"(4, 3)",3
2011097.1825,"(4, 4)",3
2011097.1825,"(4, 8)",9
2011097.1825,"(4, 9)",8
2011097.1825,"(5, 0)",3
2011097.1825,"(5, 1)",3
2011097.1825,"(5, 2)",3
2011097.1825,"(5, 3)",3
2011097.1825,"(5, 4)",3
2011097.1825,"(5, 7)",3
2011097.1825,"(5, 8)",9
2011097.1825,"(5, 9)",8
2011097.1825,"(6, 0)",3
2011097.1825,"(6, 1)",3
2011097.1825,"(6, 2)",3
2011097.1825,"(6, 3)",3
2011097.1825,"(6, 4)",3
2011097.1825,"(6, 5)",3
2011097.1825,"(6, 8)",9
2011097.1825,"(6, 9)",8
2011097.1825,"(7, 0)",3
2011097.1825,"(7, 1)",3
2011097.1825,"(7, 2)",3
2011097.1825,"(7, 3)",3
2011097.1825,"(7, 4)",3
2011097.1825,"(7, 5)",3
2011097.1825,"(7, 6)",3
2011097.1825,"(7, 8)",9
2011097.1825,"(7, 9)",9
2011097.1825,"(8, 0)",3
2011097.1825,"(8, 1)",3
2011097.1825,"(8, 2)",3
2011097.1825,"(8, 3)",3
2011097.1825,"(8, 4)",3
2011097.1825,"(8, 5)",3
2011097.1825,"(8, 6)",3
2011097.1825,"(8, 7)",3
2011097.1825,"(8, 8)",3
2011097.1825,"(8, 9)",8
2011097.1825,"(9, 0)",3
2011097.1825,"(9, 1)",3
2011097.1825,"(9, 2)",3
2011097.1825,"(9, 3)",3
2011097.1825,"(9, 4)",3
2011097.1825,"(9, 5)",9
2011097.1825,"(9, 6)",3
2011097.1825,"(9, 7)",3
2011097.1825,"(9, 8)",8
2011097.1825,"(9, 9)",8
2011097.1825,"(10, 0)",8
2011097.1825,"(10, 1)",8
2011097.1825,"(10, 4)",3
2011097.1825,"(10, 5)",3
2011097.1825,"(10, 6)",3
2011097.1825,"(10, 7)",3
2011097.1825,"(10, 8)",3
2011097.1825,"(10, 9)",8
2011097.1825,"(11, 0)",8
2011097.1825,"(11, 1)",3
2011097.1825,"(11, 7)",8
2011097.1825,"(11, 8)",8
2011097.1825,"(11, 9)",8
2011097.1825,"(12, 0)",8
2011097.1825,"(12, 1)",3
2011097.1825,"(12, 8)",16
2011097.1825,"(12, 9)",8
2011097.1825,"(13, 0)",3
2011097.1825,"(13, 1)",3
2011097.1825,"(13, 2)",3
2011097.1825,"(13, 7)",9
2011097.1825,"(13, 8)",16
2011097.1825,"(13, 9)",17
2011097.1825,"(14, 0)",8
2011097.1825,"(14, 1)",8
2011097.1825,"(14, 2)",3
2011097.1825,"(14, 3)",3
2011097.1825,"(14, 7)",16
2011097.1825,"(14, 8)",16
2011097.1825,"(14, 9)",8
2010068.1000,"(0, 0)",5
2010068.1000,"(0, 1)",5
2010068.1000,"(0, 6)",5
2010068.1000,"(0, 8)",5
2010068.1000,"(0, 9)",13
2010068.1000,"(1, 0)",13
2010068.1000,"(1, 1)",5
2010068.1000,"(1, 6)",5
2010068.1000,"(1, 7)",12
2010068.1000,"(1, 8)",5
2010068.1000,"(1, 9)",5
2010068.1000,"(2, 6)",5
2010068.1000,"(2, 7)",12
2010068.1000,"(2, 8)",5
2010068.1000,"(2, 9)",13
2010068.1000,"(3, 4)",5
2010068.1000,"(3, 5)",12
2010068.1000,"(3, 6)",12
2010068.1000,"(3, 7)",2
2010068.1000,"(3, 8)",12
2010068.1000,"(4, 0)",13
2010068.1000,"(4, 3)",2
2010068.1000,"(4, 4)",4
2010068.1000,"(4, 5)",4
2010068.1000,"(4, 6)",4
2010068.1000,"(4, 7)",2
2010068.1000,"(4, 8)",2
2010068.1000,"(5, 0)",5
2010068.1000,"(5, 1)",12
2010068.1000,"(5, 2)",2
2010068.1000,"(5, 3)",4
2010068.1000,"(5, 4)",4
2010068.1000,"(5, 5)",4
2010068.1000,"(5, 6)",4
2010068.1000,"(5, 7)",2
2010068.1000,"(5, 8)",2
2010068.1000,"(6, 0)",5
2010068.1000,"(6, 1)",2
2010068.1000,"(6, 2)",4
2010068.1000,"(6, 3)",4
2010068.1000,"(6, 4)",4
2010068.1000,"(6, 5)",2
2010068.1000,"(6, 6)",2
2010068.1000,"(6, 7)",2
2010068.1000,"(7, 0)",12
2010068.1000,"(7, 1)",4
2010068.1000,"(7, 2)",4
2010068.1000,"(7, 3)",2
2010068.1000,"(7, 4)",2
2010068.1000,"(7, 5)",2
2010068.1000,"(7, 6)",12
2010068.1000,"(7, 7)",12
2010068.1000,"(8, 0)",2
2010068.1000,"(8, 1)",4
2010068.1000,"(8, 2)",4
2010068.1000,"(8, 3)",2
2010068.1000,"(8, 4)",2
2010068.1000,"(8, 5)",12
2010068.1000,"(8, 6)",2
2010068.1000,"(8, 7)",12
2010068.1000,"(9, 0)",4
2010068.1000,"(9, 1)",4
2010068.1000,"(9, 2)",12
2010068.1000,"(9, 3)",4
2010068.1000,"(9, 4)",2
2010068.1000,"(9, 5)",2
2010068.1000,"(9, 6)",4
2010068.1000,"(9, 7)",12
2010068.1000,"(9, 8)",5
2010068.1000,"(10, 0)",4
2010068.1000,"(10, 1)",4
2010068.1000,"(10, 2)",4
2010068.1000,"(10, 3)",4
2010068.1000,"(10, 4)",2
2010068.1000,"(10, 5)",4
2010068.1000,"(10, 6)",4
2010068.1000,"(10, 8)",5
2010068.1000,"(10, 9)",5
2010068.1000,"(11, 0)",12
2010068.1000,"(11, 1)",2
2010068.1000,"(11, 2)",4
2010068.1000,"(11, 3)",4
2010068.1000,"(11, 4)",4
2010068.1000,"(11, 5)",4
2010068.1000,"(11, 6)",2
2010068.1000,"(11, 7)",5
2010068.1000,"(11, 8)",5
2010068.1000,"(12, 0)",12
2010068.1000,"(12, 1)",2
2010068.1000,"(12, 2)",12
2010068.1000,"(12, 3)",4
2010068.1000,"(12, 4)",2
2010068.1000,"(12, 5)",2
2010068.1000,"(12, 6)",4
2010068.1000,"(12, 7)",4
2010068.1000,"(12, 8)",4
2010068.1000,"(12, 9)",12
2010068.1000,"(13, 0)",12
2010068.1000,"(13, 1)",5
2010068.1000,"(13, 2)",2
2010068.1000,"(13, 3)",12
2010068.1000,"(13, 4)",2
2010068.1000,"(13, 5)",2
2010068.1000,"(13, 6)",2
2010068.1000,"(13, 7)",4
2010068.1000,"(13, 8)",4
2010068.1000,"(13, 9)",2
2010068.1000,"(14, 0)",5
2010068.1000,"(14, 1)",5
2010068.1000,"(14, 2)",5
2010068.1000,"(14, 3)",2
2010068.1000,"(14, 4)",14
2010068.1000,"(14, 5)",14
2010068.1000,"(14, 6)",14
2010068.1000,"(14, 7)",14
2010068.1000,"(14, 8)",4
2010068.1000,"(14, 9)",12
2009044.2315,"(0, 0)",3
2009044.2315,"(0, 9)",3
2009044.2315,"(1, 0)",3
2009044.2315,"(1, 9)",3
2009044.2315,"(2, 0)",3
2009044.2315,"(3, 0)",3
2009044.2315,"(4, 0)",9
2009044.2315,"(11, 0)",3
2001162.0650,"(0, 2)",4
2001162.0650,"(0, 3)",13
2001162.0650,"(0, 4)",5
2001162.0650,"(0, 5)",12
2001162.0650,"(0, 6)",0
2001162.0650,"(0, 7)",1
2001162.0650,"(0, 8)",10
2001162.0650,"(0, 9)",10
2001162.0650,"(1, 1)",4
2001162.0650,"(1, 2)",5
2001162.0650,"(1, 3)",12
2001162.0650,"(1, 4)",2
2001162.0650,"(1, 5)",6
2001162.0650,"(1, 6)",6
2001162.0650,"(1, 7)",1
2001162.0650,"(1, 8)",10
2001162.0650,"(1, 9)",10
2001162.0650,"(2, 1)",5
2001162.0650,"(2, 2)",5
2001162.0650,"(2, 3)",12
2001162.0650,"(2, 4)",2
2001162.0650,"(2, 5)",2
2001162.0650,"(2, 6)",6
2001162.0650,"(2, 7)",0
2001162.0650,"(2, 8)",11
2001162.0650,"(2, 9)",11
2001162.0650,"(3, 0)",2
2001162.0650,"(3, 1)",13
2001162.0650,"(3, 2)",13
2001162.0650,"(3, 3)",5
2001162.0650,"(3, 4)",12
2001162.0650,"(3, 5)",2
2001162.0650,"(3, 6)",0
2001162.0650,"(3, 7)",12
2001162.0650,"(3, 8)",5
2001162.0650,"(3, 9)",11
2001162.0650,"(4, 0)",5
2001162.0650,"(4, 1)",13
2001162.0650,"(4, 2)",13
2001162.0650,"(4, 3)",5
2001162.0650,"(4, 4)",2
2001162.0650,"(4, 5)",5
2001162.0650,"(4, 6)",5
2001162.0650,"(4, 7)",11
2001162.0650,"(4, 8)",0
2001162.0650,"(4, 9)",15
2001162.0650,"(5, 0)",7
2001162.0650,"(5, 1)",13
2001162.0650,"(5, 2)",5
2001162.0650,"(5, 3)",13
2001162.0650,"(5, 4)",5
2001162.0650,"(5, 5)",2
2001162.0650,"(5, 6)",6
2001162.0650,"(5, 7)",6
2001162.0650,"(5, 8)",10
2001162.0650,"(5, 9)",17
2001162.0650,"(6, 0)",12
2001162.0650,"(6, 1)",13
2001162.0650,"(6, 2)",13
2001162.0650,"(6, 3)",5
2001162.0650,"(6, 4)",12
2001162.0650,"(6, 5)",0
2001162.0650,"(6, 6)",0
2001162.0650,"(6, 7)",0
2001162.0650,"(6, 8)",15
2001162.0650,"(6, 9)",17
2001162.0650,"(7, 1)",13
2001162.0650,"(7, 2)",13
2001162.0650,"(7, 3)",5
2001162.0650,"(7, 4)",11
2001162.0650,"(7, 5)",0
2001162.0650,"(7, 6)",15
2001162.0650,"(7, 7)",15
2001162.0650,"(7, 8)",15
2001162.0650,"(7, 9)",17
2001162.0650,"(8, 0)",4
2001162.0650,"(8, 1)",7
2001162.0650,"(8, 2)",7
2001162.0650,"(8, 3)",15
2001162.0650,"(8, 4)",15
2001162.0650,"(8, 5)",11
2001162.0650,"(8, 6)",11
2001162.0650,"(8, 7)",15
2001162.0650,"(8, 8)",15
2001162.0650,"(8, 9)",10
2001162.0650,"(9, 0)",4
2001162.0650,"(9, 1)",15
2001162.0650,"(9, 2)",15
2001162.0650,"(9, 3)",1
2001162.0650,"(9, 4)",15
2001162.0650,"(9, 5)",1
2001162.0650,"(9, 6)",11
2001162.0650,"(9, 7)",15
2001162.0650,"(9, 8)",10
2001162.0650,"(9, 9)",10
2001162.0650,"(10, 0)",19
2001162.0650,"(10, 1)",7
2001162.0650,"(10, 2)",11
2001162.0650,"(10, 3)",11
2001162.0650,"(10, 4)",13
2001162.0650,"(10, 5)",7
2001162.0650,"(10, 6)",1
2001162.0650,"(10, 7)",10
2001162.0650,"(10, 8)",10
2001162.0650,"(10, 9)",10
2001162.0650,"(11, 0)",2
2001162.0650,"(11, 1)",11
2001162.0650,"(11, 2)",7
2001162.0650,"(11, 3)",13
2001162.0650,"(11, 4)",7
2001162.0650,"(11, 5)",1
2001162.0650,"(11, 6)",10
2001162.0650,"(11, 7)",10
2001162.0650,"(11, 8)",10
2001162.0650,"(11, 9)",10
2001162.0650,"(12, 0)",2
2001162.0650,"(12, 1)",11
2001162.0650,"(12, 2)",11
2001162.0650,"(12, 3)",5
2001162.0650,"(12, 4)",11
2001162.0650,"(12, 5)",15
2001162.0650,"(12, 6)",0
2001162.0650,"(12, 7)",10
2001162.0650,"(12, 8)",10
2001162.0650,"(12, 9)",10
2001162.0650,"(13, 0)",12
2001162.0650,"(13, 1)",12
2001162.0650,"(13, 2)",5
2001162.0650,"(13, 3)",7
2001162.0650,"(13, 4)",7
2001162.0650,"(13, 5)",15
2001162.0650,"(13, 6)",1
2001162.0650,"(13, 7)",10
2001162.0650,"(13, 8)",10
2001162.0650,"(13, 9)",6
2001162.0650,"(14, 0)",5
2001162.0650,"(14, 1)",11
2001162.0650,"(14, 2)",13
2001162.0650,"(14, 3)",7
2001162.0650,"(14, 4)",15
2001162.0650,"(14, 5)",15
2001162.0650,"(14, 6)",15
2001162.0650,"(14, 7)",15
2001162.0650,"(14, 8)",15
2001162.0650,"(14, 9)",11
2010333.0630,"(0, 0)",5
2010333.0630,"(0, 1)",12
2010333.0630,"(0, 2)",12
2010333.0630,"(0, 3)",5
2010333.0630,"(0, 4)",7
2010333.0630,"(0, 5)",17
2010333.0630,"(0, 6)",10
2010333.0630,"(0, 7)",17
2010333.0630,"(0, 8)",15
2010333.0630,"(0, 9)",15
2010333.0630,"(1, 2)",2
2010333.0630,"(1, 3)",0
2010333.0630,"(1, 4)",17
2010333.0630,"(1, 5)",17
2010333.0630,"(1, 6)",1
2010333.0630,"(1, 7)",11
2010333.0630,"(1, 8)",11
2010333.0630,"(1, 9)",1
2010333.0630,"(2, 2)",13
2010333.0630,"(2, 3)",0
2010333.0630,"(2, 4)",10
2010333.0630,"(2, 5)",10
2010333.0630,"(2, 6)",12
2010333.0630,"(2, 9)",15
2010333.0630,"(3, 0)",5
2010333.0630,"(3, 1)",13
2010333.0630,"(3, 4)",15
2010333.0630,"(3, 5)",0
2010333.0630,"(3, 6)",5
2010333.0630,"(3, 9)",7
2010333.0630,"(4, 5)",13
2010333.0630,"(4, 6)",5
2010333.0630,"(4, 7)",5
2010333.0630,"(4, 8)",13
2010333.0630,"(7, 3)",12
2010333.0630,"(7, 5)",13
2010333.0630,"(7, 9)",13
2010333.0630,"(8, 0)",13
2010333.0630,"(8, 2)",13
2010333.0630,"(8, 3)",5
